0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.981216	-0.0390567	1.36699	-0.128487	-0.0579013	1.55945	-0.138501	40.6932	2.09897	0.0522228	2.19595	0.109339
1.1964	0.0108964	1.79898	-0.010708	0.0228498	1.81209	0.0474826	11.861	2.09897	0.0522228	2.19595	0.109339
3.71463	-0.130694	2.47698	-0.0921485	-0.0350821	3.89093	-0.134166	7.95713	4.29136	0.215312	2.28434	0.226323
3.79386	0.069971	2.50958	0.0741429	0.0608173	4.19528	0.218461	5.35062	4.29136	0.215312	2.28434	0.226323
6.74914	0.401446	2.96359	0.15864	0.0743971	6.86352	0.416817	3.70826	6.56942	0.496096	2.36382	0.348847
6.66384	0.433051	2.75067	0.202197	0.126484	6.43926	0.472879	2.0659	6.56942	0.496096	2.36382	0.348847
9.10362	0.612704	2.61703	0.0801853	-0.026977	9.07733	0.593211	0.549213	8.92437	0.89924	2.43359	0.474526
9.06393	0.676632	2.59105	0.118227	-0.00310349	8.89749	0.886982	1.19895	8.92437	0.89924	2.43359	0.474526
11.552	1.6446	2.70377	0.486114	0.226025	11.5756	1.6669	0.796539	11.3468	1.427	2.49328	0.600781
11.533	1.61096	2.68907	0.467922	0.213761	11.4447	1.42958	0.446122	11.3468	1.427	2.49328	0.600781
13.6387	2.35472	2.39131	0.402259	0.0485651	13.5921	2.31191	1.45217	13.827	2.07905	2.5429	0.724947
13.6611	2.32053	2.47784	0.360005	-0.00540632	13.6572	1.99915	1.09114	13.827	2.07905	2.5429	0.724947
16.5307	2.88489	2.90758	0.0604834	-0.185445	16.6456	2.903	3.93071	16.3554	2.85243	2.58284	0.844365
16.483	2.87488	2.84453	0.0609574	-0.189735	16.282	2.84648	0.616574	16.3554	2.85243	2.58284	0.844365
19.0285	3.68483	2.75093	0.323412	0.0825159	19.0106	3.70555	0.955776	18.923	3.74161	2.61382	0.95648
19.0772	3.71056	2.70033	0.357044	0.120255	19.363	3.87122	1.50393	18.923	3.74161	2.61382	0.95648
21.3399	4.73504	2.66317	0.486184	0.126177	21.3312	4.73205	0.0252736	21.5215	4.73855	2.63679	1.05891
21.4058	4.73976	2.79214	0.446861	0.0701609	21.6213	4.74762	1.04172	21.5215	4.73855	2.63679	1.05891
24.0486	5.5708	2.86559	0.256558	-0.0893062	24.0787	5.56967	0.494389	24.1437	5.83295	2.65286	1.14953
24.1581	5.60623	3.0244	0.243275	-0.101546	24.5601	5.92334	3.38525	24.1437	5.83295	2.65286	1.14953
26.6325	6.94845	2.93886	0.541964	0.142406	26.6052	6.96102	0.851214	26.7833	7.01246	2.6632	1.22647
26.6281	6.93664	3.01446	0.504614	0.0863382	26.5419	6.90075	0.339936	26.7833	7.01246	2.6632	1.22647
29.5357	8.07738	3.1849	0.319666	-0.0837596	29.5864	8.08789	1.03898	29.4352	8.26299	2.66893	1.28822
29.5237	8.07689	3.13113	0.32424	-0.0774488	29.4716	8.24519	0.128792	29.4352	8.26299	2.66893	1.28822
31.9645	9.86532	3.08269	0.718883	0.213177	31.9416	9.88017	1.04515	32.0955	9.56901	2.67105	1.33358
31.9232	9.84284	3.06811	0.705742	0.195343	31.7928	9.49891	0.770722	32.0955	9.56901	2.67105	1.33358
34.6259	10.7546	2.74799	0.283423	-0.183386	34.6157	10.6988	2.82078	34.7608	10.9139	2.67035	1.3617
34.7197	10.7928	2.90574	0.270837	-0.188363	35.0599	10.9953	2.49228	34.7608	10.9139	2.67035	1.3617
37.1608	12.0719	2.85284	0.495727	0.0670216	37.1404	12.0883	0.829673	37.4287	12.2803	2.66736	1.37209
37.2398	12.0918	2.99652	0.471504	0.0285996	37.4973	12.2943	1.68487	37.4287	12.2803	2.66736	1.37209
40.2525	13.4369	3.3246	0.384853	-0.0445659	40.3285	13.4666	2.07799	40.0971	13.6505	2.66232	1.36459
40.1881	13.42	3.17116	0.400469	-0.0246604	39.9009	13.6243	1.18232	40.0971	13.6505	2.66232	1.36459
42.7765	14.8268	3.14367	0.519499	0.0636212	42.7664	14.8294	0.109593	42.7638	15.0065	2.65515	1.33938
42.7569	14.8204	3.16498	0.511611	0.0492139	42.5714	14.9817	0.252141	42.7638	15.0065	2.65515	1.33938
45.3424	16.5414	3.24803	0.624277	0.0877684	45.3572	16.5524	0.124961	45.4265	16.3307	2.64546	1.29701
45.3879	16.5566	3.27039	0.622515	0.0908387	45.649	16.5213	0.733702	45.4265	16.3307	2.64546	1.29701
48.1871	17.3337	2.95303	0.220347	-0.21089	48.1541	17.2835	2.17917	48.0823	17.6063	2.6326	1.23832
48.1534	17.32	2.88596	0.217147	-0.220648	47.9331	17.5349	0.367867	48.0823	17.6063	2.6326	1.23832
50.6299	19.0365	2.85009	0.72609	0.233073	50.6228	19.0721	2.39006	50.7276	18.8172	2.61569	1.16454
50.6235	19.0117	2.93748	0.663389	0.145295	50.5737	18.7834	0.588115	50.7276	18.8172	2.61569	1.16454
53.6696	19.9045	3.00716	0.120284	-0.28387	53.7268	19.8982	2.93624	53.3577	19.9486	2.59372	1.07716
53.6418	19.8854	2.93419	0.10317	-0.313483	53.5277	19.862	0.307895	53.3577	19.9486	2.59372	1.07716
56.0875	21.0579	2.66565	0.43827	0.0830582	56.0322	21.0923	2.98583	55.9669	20.9874	2.56561	0.978022
56.0562	21.0397	2.67939	0.420587	0.0663237	55.867	20.985	0.545117	55.9669	20.9874	2.56561	0.978022
58.6362	21.7836	2.77807	0.24077	-0.0861263	58.6632	21.7821	0.433871	58.5484	21.9225	2.53033	0.869205
58.644	21.7909	2.82702	0.250968	-0.0719594	58.5799	21.9815	0.0841177	58.5484	21.9225	2.53033	0.869205
60.9089	22.7849	2.67342	0.424365	0.0755487	60.8722	22.7876	0.642275	61.0941	22.7449	2.48697	0.753031
60.8836	22.7726	2.68515	0.417102	0.0678539	60.7648	22.6398	0.352864	61.0941	22.7449	2.48697	0.753031
63.3737	23.4174	2.693	0.215984	-0.0960661	63.3821	23.4069	0.304784	63.5955	23.4479	2.43482	0.631987
63.4428	23.4377	2.67809	0.195635	-0.121783	63.7478	23.7442	2.13782	63.5955	23.4479	2.43482	0.631987
66.2761	23.98	2.94519	0.166022	-0.0623091	66.3403	23.9959	1.33261	66.0431	24.0276	2.37349	0.508655
66.1805	23.9344	2.66965	0.100487	-0.159439	65.8838	23.9541	3.1163	66.0431	24.0276	2.37349	0.508655
68.3213	24.353	2.4047	0.136998	-0.0446283	68.262	24.3582	1.19273	68.4273	24.4824	2.30293	0.385623
68.3992	24.3844	2.51252	0.165639	-0.0126265	68.6759	24.6059	1.72296	68.4273	24.4824	2.30293	0.385623
70.8083	24.8765	2.58825	0.222828	0.0298796	70.8275	24.8844	0.135284	70.7384	24.8137	2.22347	0.265395
70.7666	24.8599	2.44671	0.198931	-0.00438543	70.7403	24.6728	0.698794	70.7384	24.8137	2.22347	0.265395
72.9266	24.7378	2.30705	-0.113086	-0.189264	72.8923	24.7135	0.811574	72.9675	25.025	2.13584	0.150292
72.9658	24.7538	2.34389	-0.103942	-0.179814	73.0732	25.0343	0.515657	72.9675	25.025	2.13584	0.150292
75.0299	25.2242	2.11921	0.231129	0.125168	75.0021	25.2595	1.65497	75.1062	25.1224	2.04114	0.0423626
75.0136	25.2192	2.09364	0.225597	0.12018	74.9748	25.1377	0.0684945	75.1062	25.1224	2.04114	0.0423626
77.1195	24.9621	2.11108	-0.199206	-0.205166	77.1225	24.9297	1.22312	77.1475	25.1137	1.9408	-0.0566978
77.1322	24.9527	2.06434	-0.250295	-0.275706	77.1386	25.2948	0.362533	77.1475	25.1137	1.9408	-0.0566978
79.1003	24.9977	1.96828	0.00875055	0.0393338	79.1089	25.0369	1.52732	79.0861	25.0086	1.83649	-0.145607
79.1	25.0008	1.93757	0.00130098	0.0225797	79.1718	24.9698	0.104674	79.0861	25.0086	1.83649	-0.145607
80.8274	24.8763	1.86941	-0.0649789	-0.029609	80.8074	24.8688	0.133008	80.9183	24.8178	1.73008	-0.223536
80.8559	24.8789	1.81735	-0.104187	-0.0944217	81.1423	24.8704	1.26523	80.9183	24.8178	1.73008	-0.223536
82.6058	24.6378	1.87709	-0.164893	-0.0738335	82.6216	24.6393	0.0653616	82.6423	24.5525	1.6235	-0.29012
82.5824	24.6248	1.8084	-0.21362	-0.138911	82.5085	24.8114	0.268195	82.6423	24.5525	1.6235	-0.29012
84.1834	24.5296	1.70411	-0.07924	0.0165448	84.1733	24.5504	0.400739	84.2584	24.2245	1.51869	-0.345444
84.1856	24.5303	1.68961	-0.0858839	0.00422663	84.2898	24.3312	0.0504568	84.2584	24.2245	1.51869	-0.345444
85.6626	23.8372	1.6551	-0.505694	-0.239433	85.6378	23.808	0.85999	85.7688	23.8451	1.41749	-0.390006
85.7134	23.8589	1.71368	-0.459572	-0.190907	85.9743	23.7547	0.762043	85.7688	23.8451	1.41749	-0.390006
86.9832	23.4837	1.42037	-0.36816	-0.0390865	86.9449	23.527	1.27114	87.1776	23.4252	1.32159	-0.424654
87.0777	23.5157	1.46199	-0.32551	-0.0305007	87.6171	23.5127	3.57344	87.1776	23.4252	1.32159	-0.424654
88.7357	22.8079	1.85371	-0.409349	-0.0571785	88.8227	22.7869	2.02482	88.4904	22.9745	1.23248	-0.450514
88.6731	22.7804	1.77268	-0.508114	-0.163606	88.4191	22.9498	0.927537	88.4904	22.9745	1.23248	-0.450514
89.6048	22.2542	1.23647	-0.612413	-0.148678	89.4967	22.3082	3.79836	89.7145	22.5017	1.15138	-0.468904
89.6442	22.2672	1.26221	-0.584903	-0.129675	89.7821	22.4826	0.476544	89.7145	22.5017	1.15138	-0.468904
90.527	21.6531	1.16176	-0.650381	-0.0948928	90.5133	21.6677	0.126687	90.858	22.0141	1.07929	-0.481241
90.6171	21.6829	1.24483	-0.515599	0.0313436	90.8419	22.0974	1.85986	90.858	22.0141	1.07929	-0.481241
91.7018	21.1154	1.30083	-0.433876	0.0596161	91.7178	21.1152	0.0654076	91.9302	21.5174	1.01698	-0.488964
91.7545	21.1284	1.29976	-0.440679	0.0171609	92.0492	21.5289	1.959	91.9302	21.5174	1.01698	-0.488964
92.8622	20.9275	1.20118	-0.138477	0.171443	92.8599	20.9537	0.409669	92.9411	21.016	0.964993	-0.493443
92.9139	20.9492	1.16222	-0.131258	0.143151	93.3186	21.0712	2.60475	92.9411	21.016	0.964993	-0.493443
93.5704	20.2719	0.839754	-0.661834	-0.21839	93.4668	20.2155	3.96123	93.9011	20.513	0.92369	-0.495919
93.6249	20.3039	0.944657	-0.548555	-0.102413	93.7423	20.5071	0.99739	93.9011	20.513	0.92369	-0.495919
95.1454	19.6844	1.65309	-0.216677	0.151937	95.3229	19.6585	7.97633	94.8209	20.01	0.893308	-0.497439
94.9788	19.6424	1.40901	-0.507066	-0.104977	94.494	19.8854	5.58307	94.8209	20.01	0.893308	-0.497439
95.6272	19.6242	0.776073	-0.325983	0.0303461	95.5039	19.6984	5.49201	95.7116	19.5078	0.87398	-0.498816
95.6356	19.6208	0.820454	-0.310496	0.0542826	95.6097	19.5804	0.135717	95.7116	19.5078	0.87398	-0.498816
96.2827	19.1888	0.812888	-0.543878	-0.101497	96.2641	19.1597	0.372742	96.5842	19.0065	0.865773	-0.500589
96.3293	19.2033	0.878278	-0.468189	-0.0376497	96.559	18.8688	0.544212	96.5842	19.0065	0.865773	-0.500589
97.4335	18.7398	1.25482	-0.322903	0.0627361	97.5286	18.727	2.22601	97.45	18.506	0.868716	-0.503009
97.413	18.7301	1.20127	-0.390103	-0.00318626	97.5333	18.1735	0.259463	97.45	18.506	0.868716	-0.503009
98.2476	18.3646	1.04421	-0.393357	-0.00552952	98.2105	18.3739	0.356212	98.3198	18.0049	0.882805	-0.506023
98.2576	18.3653	1.02462	-0.410243	-0.0343546	98.4162	18.1556	0.247618	98.3198	18.0049	0.882805	-0.506023
99.0415	17.4104	1.16501	-1.03669	-0.347345	99.0363	17.357	1.43492	99.2049	17.503	0.908006	-0.509278
99.0639	17.4625	1.19605	-0.783489	-0.076164	98.9782	17.2949	1.61381	99.2049	17.503	0.908006	-0.509278
99.9769	16.9511	1.09788	-0.513425	0.104831	99.9969	16.9882	0.755656	100.117	17.0001	0.944242	-0.512134
100.048	16.9668	1.11944	-0.464702	0.118707	100.441	16.9521	1.95174	100.117	17.0001	0.944242	-0.512134
101.163	16.5387	1.26729	-0.252239	0.168482	101.204	16.5368	0.398945	101.065	16.497	0.991362	-0.513687
101.138	16.5341	1.19012	-0.310821	0.102663	101.169	16.4353	0.349242	101.065	16.497	0.991362	-0.513687
102.349	16.3892	1.30322	-0.00237072	0.21142	102.387	16.3992	0.417788	102.063	15.9949	1.04911	-0.512803
102.269	16.378	1.16631	-0.0571938	0.167004	102.081	15.8359	1.53157	102.063	15.9949	1.04911	-0.512803
103.074	15.4299	0.94471	-0.90519	-0.367643	103.003	15.353	4.55261	103.119	15.4967	1.11708	-0.508169
103.042	15.486	1.01447	-0.659953	-0.0973828	102.776	15.1195	3.404	103.119	15.4967	1.11708	-0.508169
104.057	15.2274	1.0581	-0.189356	0.207947	104.114	15.2708	1.72039	104.244	15.0064	1.19469	-0.498349
104.045	15.2144	1.11873	-0.186789	0.227957	103.905	14.7607	0.851325	104.244	15.0064	1.19469	-0.498349
105.451	14.4849	1.557	-0.564776	-0.0974745	105.541	14.4412	3.28168	105.447	14.5293	1.28111	-0.481861
105.421	14.4837	1.5382	-0.557532	-0.0822988	105.316	14.0026	0.398033	105.447	14.5293	1.28111	-0.481861
106.806	14.027	1.53001	-0.281788	0.111525	106.831	14.0482	0.636273	106.737	14.0724	1.37529	-0.457255
106.756	14.0168	1.515	-0.302674	0.110157	106.439	14.2401	1.08072	106.737	14.0724	1.37529	-0.457255
108.088	13.6595	1.49606	-0.188556	0.11247	108.084	13.6604	0.00515268	108.122	13.644	1.47592	-0.423202
108.105	13.6627	1.53887	-0.16726	0.137141	108.131	13.6844	0.0859031	108.122	13.644	1.47592	-0.423202
109.53	13.5679	1.54883	0.0239934	0.167153	109.534	13.5714	0.0143808	109.606	13.2536	1.58144	-0.378583
109.496	13.5625	1.51336	0.0139919	0.160731	109.388	13.1556	0.355125	109.606	13.2536	1.58144	-0.378583
111.048	12.6372	1.58677	-0.723472	-0.338818	111.063	12.5814	2.86398	111.196	12.9118	1.69008	-0.322574
111.137	12.7022	1.76578	-0.518045	-0.0980651	111.426	12.9557	3.03111	111.196	12.9118	1.69008	-0.322574
112.875	12.4491	1.73994	-0.0566653	0.221849	112.913	12.4877	1.83839	112.893	12.6299	1.7999	-0.254723
112.877	12.4458	1.76885	-0.054536	0.227861	112.797	12.8241	0.0765342	112.893	12.6299	1.7999	-0.254723
114.749	12.5442	1.97098	0.190259	0.233396	114.801	12.5506	0.687005	114.699	12.4195	1.90891	-0.175007
114.763	12.5486	1.94088	0.195575	0.239282	114.916	12.3187	0.29294	114.699	12.4195	1.90891	-0.175007
116.684	12.141	1.88557	-0.248637	-0.149211	116.687	12.1035	1.69634	116.611	12.2921	2.01507	-0.0838683
116.732	12.1695	2.04303	-0.176487	-0.0566271	116.871	12.0659	1.0119	116.611	12.2921	2.01507	-0.0838683
118.896	11.9952	2.25368	-0.0384431	0.0614251	118.953	12.0009	0.962289	118.628	12.2586	2.11648	0.0177712
118.89	11.9954	2.22967	-0.0420036	0.0557565	118.85	12.4063	0.0351175	118.628	12.2586	2.11648	0.0177712
120.735	12.283	2.05195	0.210111	0.170847	120.695	12.2918	0.60239	120.743	12.3289	2.21139	0.128528
120.778	12.2832	2.13332	0.20506	0.161559	120.934	12.1905	0.440604	120.743	12.3289	2.21139	0.128528
123.433	12.8046	2.68259	0.198033	0.0526744	123.568	12.8297	5.34149	122.95	12.5114	2.29835	0.246599
123.363	12.7998	2.53715	0.21705	0.0774633	123.142	12.7694	1.1945	122.95	12.5114	2.29835	0.246599
